Event,Site,Date,EventDate,ECO,Round,White,Black,Result,Moves
World Championship 29th,Baguio City PHI,1978.10.07,1978.07.??,A19,29,"Korchnoi, Viktor L","Karpov, Anatoly",1-0,c2c4 g8f6 b1c3 e7e6 e2e4 c7c5 e4e5 f6g8 d2d4 c5d4 d1d4 b8c6 d4e4 d7d6 g1f3 d6e5 f3e5 g8f6 e5c6 d8b6 e4f3 b7c6 f1e2 c8b7 e1g1 c6c5 f3h3 f8e7 e2f3 e8g8 b2b3 f8d8 c1e3 b7c6 c3a4 b6c7 f3c6 c7c6 a1d1 a8c8 h3g3 e7d6 g3h4 d6e7 f2f3 g8f8 h4f2 d8d1 f1d1 c6c7 f2g3 c7g3 h2g3 h7h5 g1f2 f8e8 f2e2 g7g6 a4c3 a7a6 c3a4 c8c6 d1h1 e7d6 e3f2 f6d7 g3g4 h5g4 h1h8 e8e7 f3g4 g6g5 f2e3 f7f6 a4c3 e7f7 h8h7 f7e8 c3e4 d6e7 h7h6 e8f7 h6h7 f7f8 h7h8 f8f7 e3d2 d7f8 h8h1 f7g6 h1d1 f6f5 e4f2 e7d6 d2c3 f8d7 g4f5 e6f5 g2g4 d7b6 e2f3 d6e7 c3a5 c6f6 f3g2 f5g4 f2g4 f6e6 g2f3 e7f6 g4f6 e6f6 f3g4 b6c8 a5d8 f6f4 g4g3 f4f5 a2a4 g6f7 d1d3 f5e5 g3g4 f7g6 a4a5 e5e4 g4f3 e4f4 f3e3 f4h4 d3d5 h4h3 e3d2 h3b3 d5c5 b3b8 c5c6 g6f5 c6a6 g5g4 a6f6 f5e4 d8c7 b8b2 d2c3 b2b7 c7h2 b7h7 h2b8 h7b7 b8g3 b7b1 f6f4 e4e3 f4f8 c8e7 a5a6
World Championship 29th,Baguio City PHI,1978.10.10,1978.07.??,A34,30,"Karpov, Anatoly","Korchnoi, Viktor L",1/2-1/2,c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g2g3 g7g6 f1g2 d5c3 b2c3 f8g7 g1f3 e8g8 e1g1 c7c5 a1b1 b8c6 d1a4 c6a5 d2d3 b7b6 a4h4 c8b7 c1h6 g7h6 h4h6 b7f3 g2f3 a8c8 f3g2 d8d7 b1e1 b6b5 e1b1 c8b8 h6e3 d7d6 f1d1 a7a6 d1d2 f8c8 d2b2 a5c6 e3d2 c6e5 d2f4 e5d7 f4d6 e7d6 g2h3 c8d8 a2a4 b5a4 h3d7 b8b2 b1b2 d8d7 b2a2 g8f8 a2a4 d7a7 g1f1 f8e8 f1e1 e8d7 e1d2 h7h5 d2c2 a7a8 a4f4 d7e6 h2h4 a8b8 f4e4 e6d7 e4a4 b8a8 a4f4 d7e6 f4c4 a8a7
World Championship 29th,Baguio City PHI,1978.10.12,1978.07.??,D36,31,"Korchnoi, Viktor L","Karpov, Anatoly",1-0,c2c4 e7e6 b1c3 d7d5 d2d4 g8f6 c4d5 e6d5 c1g5 f8e7 e2e3 e8g8 f1d3 b8d7 g1f3 f8e8 d1c2 c7c6 e1g1 d7f8 g5f6 e7f6 b2b4 c8g4 f3d2 a8c8 d3f5 g4f5 c2f5 d8d7 f5d7 f8d7 a2a4 f6e7 f1b1 d7f6 a4a5 a7a6 c3a4 e7f8 a4c5 e8e7 g1f1 f6e8 f1e2 e8d6 e2d3 c8e8 b1e1 g7g6 e1e2 f7f6 a1e1 f8h6 d2b3 h6f8 b3d2 f8h6 h2h3 g8f7 g2g4 h6f8 f2f3 e8d8 d2b3 d6b5 e1f1 f8h6 f3f4 h6f8 b3d2 b5d6 f1e1 h7h6 e1f1 d8b8 f1a1 b8e8 a1e1 e8b8 e3e4 d5e4 d2e4 d6b5 e4c3 e7e2 e1e2 f8c5 b4c5 b8d8 c3b5 a6b5 f4f5 g6f5 g4f5 d8g8 d3c3 g8e8 e2d2 e8e4 c3b4 f7e8 a5a6 b7a6 b4a5 e8d7 a5b6 b5b4 d4d5 c6d5 d2d5 d7c8 d5d3 a6a5 d3g3 b4b3 b6c6 c8b8 g3b3 b8a7 b3b7 a7a6 b7b6 a6a7 c6b5 a5a4 b6f6 e4f4 f6h6 a4a3 h6a6 a7b8 a6a3 f4f5 a3g3 f5f6 g3g8 b8c7 g8g7 c7c8 g7h7
World Championship 29th,Baguio City PHI,1978.10.17,1978.07.??,A43,32,"Karpov, Anatoly","Korchnoi, Viktor L",1-0,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 f1e2 e8g8 e1g1 c7c5 d4d5 b8a6 c1f4 a6c7 a2a4 b7b6 f1e1 c8b7 e2c4 f6h5 f4g5 h5f6 d1d3 a7a6 a1d1 a8b8 h2h3 f6d7 d3e3 b7a8 g5h6 b6b5 h6g7 g8g7 c4f1 d7f6 a4b5 a6b5 c3e2 a8b7 e2g3 b8a8 c2c3 a8a4 f1d3 d8a8 e4e5 d6e5 e3e5 c7d5 d3b5 a4a7 f3h4 b7c8 b5e2 c8e6 c3c4 d5b4 e5c5 a8b8 e2f1 f8c8 c5g5 g7h8 d1d2 b4c6 g5h6 c8g8 h4f3 b8f8 h6e3 h8g7 f3g5 e6d7 b2b4 f8a8 b4b5 c6a5 b5b6 a7b7
World Championship 30th,Meran ITA,1981.10.01,1981.10.??,D58,1,"Korchnoi, Viktor L","Karpov, Anatoly",0-1,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 b7b6 a1c1 c8b7 f1e2 b8d7 c4d5 e6d5 e1g1 c7c5 d4c5 b6c5 d1c2 a8c8 f1d1 d8b6 c2b1 f8d8 c1c2 b6e6 h4g3 f6h5 c2d2 h5g3 h2g3 d7f6 b1c2 g7g6 c2a4 a7a6 e2d3 g8g7 d3b1 e6b6 a2a3 d5d4 c3e2 d4e3 f2e3 c5c4 e2d4 b6c7 f3h4 c7e5 g1h1 g7g8 d4f3 e5g3 d2d8 e7d8 a4b4 b7e4 b1e4 f6e4 d1d4 e4f2 h1g1 f2d3 b4b7 c8b8 b7d7 d8c7 g1h1 b8b2 d4d3 c4d3 d7d3 g3d6 d3e4 d6d1 f3g1 d1d6 h4f3 b2b5
World Championship 30th,Meran ITA,1981.10.03,1981.10.??,C67,2,"Karpov, Anatoly","Korchnoi, Viktor L",1-0,e2e4 e7e5 g1f3 b8c6 f1b5 g8f6 e1g1 f6e4 d2d4 f8e7 d1e2 e4d6 b5c6 b7c6 d4e5 d6b7 b1c3 e8g8 f1e1 b7c5 c1e3 c5e6 a1d1 d7d5 e5d6 c7d6 f3d4 c8d7 d4f5 d6d5 f5e7 d8e7 e2d2 e7h4 c3e2 f8e8 b2b3 e8e7 e2g3 h4f6 f2f3 d7e8 g3e2 h7h6 e3f2 f6g6 e2c1 d5d4 c1d3 g6f6 f2g3 e7d7 e1e5 f6d8 d1e1 d7d5 e5d5 d8d5 e1e5 d5d7 d2e1 a8c8 b3b4 d7d8 e5a5 d8d7 h2h3 f7f6 a5a7 d7d5 a7a5 d5d7 a5a7 d7d5 a7a5 d5d7 e1e4 e8f7 e4f5 c8e8 g1h2 d7b7 a2a3 e8d8 h3h4 h6h5 d3f2 b7d7 a5a6 d7e8 f5a5 f7g6 f2d3 g8h7 a5b6 d8c8 a3a4 g6f5 a4a5 c6c5 b4c5 f5d3 c2d3 e6c5 a6a7 e8g6 a7c7 c8c7 g3c7 c5d3 b6d4 d3e5 c7e5
World Championship 30th,Meran ITA,1981.10.05,1981.10.??,D58,3,"Korchnoi, Viktor L","Karpov, Anatoly",1/2-1/2,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 e2e3 b7b6 a1c1 c8b7 f1e2 d5c4 e2c4 b8d7 e1g1 c7c5 d1e2 a7a6 a2a4 f6e4 c3e4 b7e4 h4g3 d8c8 d4c5 b6c5 f3d2 e4c6 b2b3 f8d8 c4d3 c8b7 f2f3 d7f6 f1d1 f6d5 e3e4 d5b4 d3b1 c6e8 e4e5 b4c6 g3f2 c6d4 f2d4 d8d4 b1e4 e8c6 e4c6 b7c6 d2c4 a8d8 d1d4 c5d4 e2d3 e7b4 g2g3 d8b8 g1g2 b4c3 c1b1 c6d5 h2h4 h6h5 g2f2 c3b4 f2g2 b4e7 b1d1 d5b7 d1b1 b7d5 b1b2 e7b4 b2b1
World Championship 30th,Meran ITA,1981.10.08,1981.10.??,C42,4,"Karpov, Anatoly","Korchnoi, Viktor L",1-0,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8e7 e1g1 b8c6 f1e1 c8f5 d3b5 e7f6 b1d2 e8g8 d2f1 c6e7 c2c3 e7g6 b5d3 e4d6 d3f5 d6f5 d1b3 b7b6 b3b5 a7a6 b5d3 d8d7 f1g3 f5g3 h2g3 a6a5 c1g5 f6g5 f3g5 f8e8 b2b3 a8d8 g5f3 f7f6 f3d2 g8f7 d2f1 h7h5 e1e8 d8e8 d3f3 e8h8 f1e3 g6e7 a1e1 g7g6 f3f4 f7g7 g3g4 g6g5 f4f3 h5g4 e3g4 d7d6 g2g3 c7c6 c3c4 f6f5 f3e3 e7g6 c4c5 d6d8 g4e5 b6c5 e5c6 d8f6 e3e6 c5d4 e6d5 d4d3 d5d7 f6f7 c6e7 g7h7 g1g2 h8e8 e1h1 g6h4 g3h4 f7e7 d7f5 h7g7 h4g5 e7b7 f2f3 e8e2 g2f1 g7g8 f5d3 e2e6 d3d8 g8g7 d8d4
World Championship 30th,Meran ITA,1981.10.12,1981.10.??,D53,5,"Korchnoi, Viktor L","Karpov, Anatoly",1/2-1/2,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 a1c1 b7b6 c4d5 f6d5 c3d5 e6d5 h4e7 d8e7 g2g3 c8a6 e2e3 c7c5 d4c5 b6c5 f1a6 b8a6 d1d5 a6b4 d5c4 e7f6 f3h4 f6b2 e1g1 b2a2 c4a2 b4a2 c1c5 f8c8 c5a5 a2c1 h4f5 c8c7 f5d4 a8b8 a5a1 c1d3 f1d1 d3e5 a1a2 g7g6 d1a1 b8b7 h2h3 h6h5 g1g2 g8g7 a2a5 e5c6 d4c6 c7c6 a5a7 b7a7 a1a7 c6c2 e3e4 c2c3 a7a2 g7f6 f2f3 c3b3 g2f2 b3c3 f2e2 c3b3 a2a6 f6e7 a6a5 e7f6 a5d5 b3a3 d5d6 f6g7 h3h4 a3b3 d6d3 b3b5 e2e3
World Championship 30th,Meran ITA,1981.10.15,1981.10.??,C82,6,"Karpov, Anatoly","Korchnoi, Viktor L",0-1,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f6e4 d2d4 b7b5 a4b3 d7d5 d4e5 c8e6 c2c3 f8c5 b1d2 e8g8 b3c2 e6f5 d2b3 f5g6 f3d4 c5d4 c3d4 a6a5 c1e3 a5a4 b3c1 a4a3 b2b3 f7f6 e5f6 d8f6 c1e2 c6b4 c2b1 f6e7 d1e1 f8e8 e2f4 g6f7 e1c1 c7c5 d4c5 e7f6 b1e4 e8e4 f4e2 d5d4 e2g3 e4e8 c1d2 b4c6 e3g5 f6e5 a1c1 d4d3 f1d1 f7g6 g5e3 e8e6 e3f4 e5f6 d1e1 a8e8 e1e6 e8e6 c1b1 h7h5 h2h3 h5h4 f4g5 f6d4 g5e3 d4d5 g3f1 g6e4 e3f4 e4g2
World Championship 30th,Meran ITA,1981.10.17,1981.10.??,D53,7,"Korchnoi, Viktor L","Karpov, Anatoly",1-0,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 a1c1 b7b6 c4d5 f6d5 c3d5 e6d5 h4e7 d8e7 g2g3 c8a6 e2e3 c7c5 d4c5 a6b7 f1g2 b6c5 e1g1 b8d7 d1b3 f8b8 b3a3 e7e6 f1d1 a7a5 f3e1 a5a4 e1d3 d5d4 g2b7 b8b7 e3d4 c5d4 d1e1 e6d5 c1c2 d7f8 d3f4 d5a5 c2e2 a5b5 a3f3 a8b8 h2h4 b5f5 e2e5 f5f6 f3d5 b7b2 e5f5
World Championship 30th,Meran ITA,1981.10.22,1981.10.??,C54,8,"Karpov, Anatoly","Korchnoi, Viktor L",1/2-1/2,e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 d7d6 b1d2 a7a6 e1g1 e8g8 c4b3 c5a7 h2h3 c8e6 b3c2 d6d5 f1e1 d5e4 d3e4 f6h5 d2f1 d8d1 e1d1 a8d8 c1e3 f7f6 e3a7 c6a7 f1e3 h5f4 h3h4 e6f7 f3e1 a7c8 f2f3 f4e6 e1d3 d8d7 c2b3 c8e7 e3d5 e7c6 b3a4 b7b5 a4c2 f8d8 a2a4 g8f8 g2g3 d7d6 b2b4 c6e7 d5e3 d6c6 a1a3 e7c8 a4b5 a6b5 g1f2 c8b6 d3b2 d8d1 c2d1 c6d6 d1e2 f7e8 a3a5 d6d8 f2e1 c7c6 a5a6 d8b8 e2d1 b6c8 b2d3 e6c7 a6a5 b8a8 f3f4 e5f4 g3f4 c8b6 d1f3 a8d8 f3e2 b6a4 a5a7 d8d7 e1d2 c7e6 a7d7 e8d7 e2g4 g7g6 f4f5 g6f5 g4f5 f8g7 e4e5 e6f8 f5d7 f8d7 e5e6 d7b6 d3f4 g7f8 d2d3 b6c8 e3g4 f8e7 g4h6 e7d6 d3d4 c8e7 h6f7 d6c7 f4h5 c6c5 b4c5 e7c6 d4e3 a4c5 h5f6 c5e6 h4h5 e6f8 e3e4 c7b6 f7g5 h7h6 g5f7 f8e6 f6e8 e6c5 e4e3 c5a4 e3d2 b5b4 c3b4 c6b4 f7h6 a4c5 h6f5 b4d5 h5h6 c5e4 d2d3 e4g5 d3d4 b6c6 f5g7 d5e7 e8f6 e7g6 g7f5 g5f7 h6h7 f7g5 f5e7 c6b7 e7g6 g5h7 f6h7
World Championship 30th,Meran ITA,1981.10.24,1981.10.??,D53,9,"Korchnoi, Viktor L","Karpov, Anatoly",0-1,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 a1c1 d5c4 e2e3 c7c5 f1c4 c5d4 e3d4 b8c6 e1g1 f6h5 h4e7 c6e7 c4b3 h5f6 f3e5 c8d7 d1e2 a8c8 c3e4 f6e4 e2e4 d7c6 e5c6 c8c6 c1c3 d8d6 g2g3 f8d8 f1d1 c6b6 e4e1 d6d7 c3d3 b6d6 e1e4 d7c6 e4f4 e7d5 f4d2 c6b6 b3d5 d6d5 d3b3 b6c6 d2c3 c6d7 f2f4 b7b6 b3b4 b6b5 a2a4 b5a4 c3a3 a7a5 b4a4 d7b5 d1d2 e6e5 f4e5 d5e5 a3a1 b5e8 d4e5 d8d2 a4a5 e8c6 a5a8 g8h7 a1b1 g7g6 b1f1 c6c5 g1h1 c5d5
World Championship 30th,Meran ITA,1981.10.29,1981.10.??,C54,10,"Karpov, Anatoly","Korchnoi, Viktor L",1/2-1/2,e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 c2c3 g8f6 d2d3 a7a6 e1g1 d7d6 f1e1 c5a7 c4b3 e8g8 b1d2 c8e6 d2f1 e6b3 d1b3 d8c8 f1g3 f8e8 h2h3 a8b8 c1e3 c8e6 b3e6 f7e6 a1c1 a7e3 e1e3 b8d8 d3d4 d8d7 g1f1 g8f8 c1d1 h7h6 d4e5 c6e5 f3e5 d6e5 d1d7 f6d7 f1e2 f8e7 g3f1 b7b5 f1d2 c7c5 e3g3 e8g8 b2b3 d7b8 a2a4 b8c6 a4b5 a6b5 h3h4 e7f7 g3f3
World Championship 30th,Meran ITA,1981.10.31,1981.10.??,D37,11,"Korchnoi, Viktor L","Karpov, Anatoly",1/2-1/2,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 g1f3 g8f6 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a1d1 d8a5 a2a3 c5e7 f3d2 e6e5 f4g5 d5d4 d2b3 a5d8 f1e2 a7a5 e3d4 a5a4 c3a4 c6d4 b3d4 e5d4 b2b3 d8a5 c2d2 e7a3 d2a5 a8a5 g5f6 a3b4 e1f1 g7f6 d1d4 a5e5 g2g4 b7b5 c4b5 c8b7 f2f3 f8e8 e2d1 e5b5 f1g2 g8g7 g2f2 b4a5 h1f1 e8e7 h2h3 h7h6 d1c2 e7c7 d4c4 c7c4 b3c4 b5b4 c4c5 b7c6
World Championship 30th,Meran ITA,1981.11.02,1981.10.??,A16,12,"Karpov, Anatoly","Korchnoi, Viktor L",1/2-1/2,c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g1f3 d5c3 b2c3 g7g6 d2d4 f8g7 e2e3 c7c5 f1b5 b8d7 e1g1 e8g8 a2a4 a7a6 b5d3 b7b6 a1b1 c8b7 e3e4 d8c7 f1e1 e7e6 e4e5 h7h6 h2h4 f8d8 c1f4 d7f8 f4e3 a8b8 d1e2 b7c6 d3a6 c5d4 c3d4 c6a4 f3d2 c7c6 e1c1 c6a8 a6d3 a4c6 f2f3 b6b5 d2b3 b8c8 b3c5 f8d7 c5e4 c6e4 c1c8 a8c8 d3e4 c8c4 e4d3 c4c3 d3b5 d7b6 e2d3 b6d5 e3f2 h6h5 d3c3 d5c3 b1b3 c3d1 b3d3 d1f2 g1f2 d8b8 b5c4 b8b2 f2g3 b2b4 d3c3 b4b8 f3f4 b8c8 g3f2 g7f8 f2e3 f8b4 c3c1 b4a3 c1c2 a3b4 c2c1
World Championship 30th,Meran ITA,1981.11.05,1981.10.??,D31,13,"Korchnoi, Viktor L","Karpov, Anatoly",1-0,c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 c4d5 e6d5 c1f4 c7c6 e2e3 c8f5 g2g4 f5e6 h2h3 g8f6 g1f3 e8g8 f1d3 c6c5 e1f1 b8c6 f1g2 a8c8 a1c1 f8e8 d4c5 e7c5 c3b5 c5f8 f3d4 c6d4 c1c8 d8c8 e3d4 c8d7 b5c7 e8c8 c7e6 f7e6 h1e1 a7a6 g4g5 f6e4 d1g4 f8b4 e1e2 c8f8 f2f3 d7f7 f4e5 e4d2 a2a3 d2f3 g5g6 h7g6 e5g3 b4e7 e2f2 f3e1 g2h2 f7f2 g3f2 e1d3 g4e6 f8f7 f2g3 d3b2 e6d5 e7f6 g3d6 g6g5 d5b3 f6d4 b3e6 g7g6 e6e8 g8g7 d6e5 d4e5 e8e5 g7h7
World Championship 30th,Meran ITA,1981.11.09,1981.10.??,C80,14,"Karpov, Anatoly","Korchnoi, Viktor L",1-0,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f6e4 d2d4 b7b5 a4b3 d7d5 d4e5 c8e6 b1d2 e4c5 c2c3 d5d4 b3e6 c5e6 c3d4 c6d4 d2e4 f8e7 c1e3 d4f3 d1f3 e8g8 f1d1 d8e8 e4f6 e7f6 e5f6 e8c8 f6g7 f8d8 h2h4 c7c5 a1c1 c8c7 h4h5 c7e5 h5h6 e5b2 d1d7 d8d7 f3a8 d7d8 a8a6 b2e2 c1f1 d8d1 a6a8 d1d8 a8c6 b5b4 c6a4 e2d3 f1c1 d3d5 a4b3 d5e4 b3c2 e4c2 c1c2 f7f5 f2f4 g8f7 g2g4 d8d5 g4f5 d5f5 c2d2 f5f6 d2d7 f7g8 f4f5 f6f5 d7e7 e6g7 e7g7 g8h8 g7c7 h8g8 e3c5 f5g5 g1f2 g5g6 c5e3
World Championship 30th,Meran ITA,1981.11.12,1981.10.??,A29,15,"Korchnoi, Viktor L","Karpov, Anatoly",1/2-1/2,c2c4 g8f6 b1c3 e7e5 g1f3 b8c6 g2g3 f8b4 c3d5 b4c5 f1g2 d7d6 e1g1 e8g8 e2e3 c8g4 h2h3 g4f3 g2f3 f6d5 c4d5 c6e7 b2b3 d8d7 f3g2 c7c6 d5c6 e7c6 c1b2 d6d5 b2e5 c6e5 d2d4 c5d6 d4e5 d6e5 a1c1 d5d4 c1c5 e5f6 c5d5 d7c7 e3d4 a8d8 d1c1 c7b6 d5d8 f8d8 d4d5 g7g6 g2f3 g8g7 f1e1 d8d7 c1f4 d7e7 e1e7 f6e7 g1g2 a7a5 h3h4 h7h5 f3e2 e7c5 e2c4 b6f6 f4d2 b7b6 a2a4 f6e5 d2d3 e5f6 d3d2 f6e5 c4e2 e5e4 e2f3 e4e5 f3d1 e5e4
World Championship 30th,Meran ITA,1981.11.14,1981.10.??,C80,16,"Karpov, Anatoly","Korchnoi, Viktor L",1/2-1/2,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f6e4 d2d4 b7b5 a4b3 d7d5 d4e5 c8e6 b1d2 e4c5 c2c3 d5d4 b3e6 c5e6 c3d4 c6d4 d2e4 f8e7 c1e3 d4f5 d1c2 e8g8 e4g5 e7g5 f3g5 g7g6 g5e6 f7e6 a1e1 d8d5 b2b3 a8c8 e3c5 f8d8 h2h3 d5c6 b3b4 d8d7 e1d1 c8d8 d1d7 d8d7 f1e1 c6d5 a2a4 f5h4 f2f3 h4f5 a4b5 a6b5 c2e2 d5c6 e1c1 d7d8 c5e3 c6d5 e3f2 c7c6 e2e1 d5b3 c1a1 b3b2 a1b1 b2a2 b1d1 d8d5 d1d5 c6d5 g2g4 f5g7 f2c5 h7h6 e1e3 a2c2 g1f1 g6g5
World Championship 30th,Meran ITA,1981.11.16,1981.10.??,D53,17,"Korchnoi, Viktor L","Karpov, Anatoly",1/2-1/2,g1f3 g8f6 c2c4 e7e6 b1c3 d7d5 d2d4 f8e7 c1g5 h7h6 g5h4 e8g8 a1c1 d5c4 e2e3 c7c5 f1c4 c5d4 f3d4 c8d7 c4e2 b8c6 d4b3 f6d5 h4e7 c6e7 c3d5 e7d5 d1d4 d7c6 e2f3 d5e7 f3c6 e7c6 d4d8 f8d8 e1e2 a8c8 a2a3 g8f8 c1c2 c6e7 h1c1 c8c2 c1c2 f8e8
World Championship 30th,Meran ITA,1981.11.18,1981.10.??,C80,18,"Karpov, Anatoly","Korchnoi, Viktor L",1-0,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f6e4 d2d4 b7b5 a4b3 d7d5 d4e5 c8e6 b1d2 e4c5 c2c3 d5d4 b3e6 c5e6 c3d4 c6d4 a2a4 f8e7 f3d4 e6d4 d2e4 d4e6 c1e3 e8g8 f2f4 d8d1 f1d1 f8b8 d1d7 e7f8 f4f5 e6d8 a4a5 d8c6 e5e6 f7e6 f5f6 c6e5 d7c7 b8c8 a1c1 c8c7 c1c7 a8d8 h2h3 h7h6 c7a7 e5c4 e3b6 d8b8 b6c5 f8c5 e4c5 g7f6 b2b4 b8d8 a7a6 g8f7 a6a7 f7g6 a7d7 d8e8 a5a6 e8a8 d7b7 g6f5 b7b5 f5e5 b5b7 e5d5 b7f7 f6f5 f7f6
World Championship 31th,Moscow RUS,1984.09.10,1984.09.10,B81,1,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 g8f6 b1c3 d7d6 g2g4 h7h6 h2h4 b8c6 h1g1 h6h5 g4h5 f6h5 c1g5 h5f6 d1d2 d8b6 d4b3 c8d7 e1c1 a7a6 g1g3 b6c7 f1g2 f8e7 f2f4 e8c8 d2f2 c8b8 f4f5 c6e5 g2h3 e5c4 b3d2 c4d2 d1d2 d8c8 f5e6 d7e6 h3e6 f7e6 f2g1 c7a5 g1d4 a5c5 d4d3 c5c4 d3e3 b8a8 a2a3 c4c6 e4e5 d6e5 e3e5 h8d8 g3d3 d8d3 d2d3 c6h1 c3d1 h1g2 d3d2 g2c6 d2e2 e7d6 e5c3 c6d7
World Championship 31th,Moscow RUS,1984.09.12,1984.09.10,E17,2,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d4d5 e6d5 f3h4 c7c6 c4d5 f6d5 h4f5 d5c7 b1c3 d7d5 e2e4 e7f6 c1f4 b7c8 g3g4 b8a6 a1c1 c8d7 d1d2 a6c5 e4e5 f6e7 f5e7 d8e7 f4g5 e7e6 h2h3 e6g6 f2f4 f7f6 e5f6 g7f6 g5h4 f6f5 b2b4 f5g4 h3g4 c5d3 f1f3 d3c1 f4f5 g6g7 d2c1 a8e8 c1d2 d5d4 c3e2 c7d5 e2d4 g8h8 g4g5 e8e4 h4f2 g7e5 f3g3 e4f4 f5f6 d7e8 b4b5 c6c5 d4c6 e5a1 g2f1 f4f5 g5g6 e8g6 g3g6 f5f6 g6f6 a1f6 d2e1 f8g8 g1h2 f6f4 f2g3 g8g3 e1g3 f4f1 g3b8 h8g7 b8g3
World Championship 31th,Moscow RUS,1984.09.17,1984.09.10,B44,3,"Karpov, Anatoly","Kasparov, Gary",1-0,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 d4b5 d7d6 c2c4 g8f6 b1c3 a7a6 b5a3 f8e7 f1e2 e8g8 e1g1 b7b6 c1e3 c8b7 d1b3 c6a5 b3b6 f6e4 c3e4 b7e4 b6d8 e7d8 a1d1 d6d5 f2f3 e4f5 c4d5 e6d5 d1d5 f5e6 d5d6 e6a2 d6a6 a8b8 e3c5 f8e8 e2b5 e8e6 b2b4 a5b7 c5f2 d8e7 a3c2 a2d5 f1d1 d5b3 d1d7 b8d8 a6e6 d8d7 e6e1 d7c7 f2b6
World Championship 31th,Moscow RUS,1984.09.21,1984.09.10,E15,4,"Kasparov, Gary","Karpov, Anatoly",1/2-1/2,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 b2b3 f8b4 c1d2 b4e7 f1g2 a6b7 b1c3 d7d5 c4d5 e6d5 e1g1 e8g8 d2f4 b8a6 d1c2 c7c5 f1d1 d8c8 f4e5 f8d8 a1c1 f6e4 c2b2 c8e6 c3b5 e7f8 e5f4 e6e8 a2a4 b7c6 d4c5 b6c5 f3e5 c6b5 a4b5 a6b4 b2b1 e4f6 e5c6 b4c6 b5c6 e8c6 f4g5 a7a5 g5f6 c6f6 g2d5 a8a7 c1c4 f6b6 b1c2 a7d7 e2e4 g8h8 g1g2 f7f5 f2f3 g7g6 c4c3 b6c7 c3d3 f5e4 f3e4 f8g7 d1c1 d8c8 d3f3 c7e5 c1f1 e5d6 c2e2 d7a7 e2e3 d6e5 f1f2 a5a4 b3a4 a7a4 f3f7 a4b4
World Championship 31th,Moscow RUS,1984.09.24,1984.09.10,B85,5,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f1e2 e7e6 e1g1 f8e7 f2f4 e8g8 g1h1 d8c7 e2f3 b8c6 a2a4 f8e8 c1e3 a8b8 f1e1 c8d7 d1d3 c6d4 e3d4 e6e5 d4a7 b8c8 a7e3 c7c4 a4a5 h7h6 h2h3 e7f8 e3d2 c4d4 d2e3 d4b4
